region_name,file,source_file,spectrum_index,timestamp,elapsed_time_hours,left_ppm,right_ppm,fixed_window_signed_area,fixed_window_positive_area,fixed_window_area_uncertainty,fitted_peak_area,area_difference,area_difference_percent,region_noise,region_snr,qc_pass,qc_failure_reasons
candidate_5p79,CEC-PhSi2-flow(sequence-0900)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-0900)-06-09-26.dx,0,2026-06-09T09:13:16,0.0,5.7,5.9,-1.675533815083361,1.149954502057883,0.0071670119780677805,nan,nan,nan,0.9029006988596427,115.64692505631143,True,
candidate_5p79,CEC-PhSi2-flow(sequence-1000)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1000)-06-09-26.dx,1,2026-06-09T10:07:43,0.9075,5.7,5.9,21.102294675853763,21.276102638361753,0.01469780496170802,17.408771515750917,3.8673311226108353,22.21484220820403,1.851626257030767,260.6877229856442,True,
candidate_5p79,CEC-PhSi2-flow(sequence-1015)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1015)-06-09-26.dx,2,2026-06-09T10:26:05,1.2136111111111112,5.7,5.9,37.58169961135312,38.4932074747618,0.014299570352242082,35.36361083056547,3.129596644196333,8.849765537775234,1.801456714507207,619.4450812791094,True,
candidate_5p79,CEC-PhSi2-flow(sequence-1030)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1030)-06-09-26.dx,3,2026-06-09T10:38:47,1.4252777777777779,5.7,5.9,36.31245126999658,38.406416891954294,0.013137318351076639,38.62031811991948,-0.21390122796518796,-0.5538567220005952,1.6550364182587722,720.9252561620782,True,
candidate_5p79,CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,4,2026-06-09T10:53:46,1.675,5.7,5.9,39.574538889475846,40.25156514091146,0.013314812068726666,36.892741753609684,3.3588233873017757,9.104293223132812,1.6773972674147344,686.0144104351659,True,
candidate_5p79,CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,5,2026-06-09T11:08:23,1.918611111111111,5.7,5.9,39.31546693257207,40.49049811172594,0.015076599040310267,38.12183304891392,2.3686650628120205,6.213408100740589,1.8993469748973613,646.2444858499027,True,
candidate_5p79,CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,6,2026-06-09T11:24:34,2.1883333333333335,5.7,5.9,42.495520372200474,43.632438884950346,0.014156474936609334,43.60266892178082,0.02976996316952807,0.06827555263402028,1.7834299925236763,737.7406267226262,True,
candidate_5p79,CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,7,2026-06-09T11:36:54,2.3938888888888887,5.7,5.9,33.40481388444958,34.41911986633315,0.010668148712360725,31.96685606332623,2.452263803006918,7.671269887001062,1.3439713009226975,885.7476979461592,True,
candidate_6p10,CEC-PhSi2-flow(sequence-0900)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-0900)-06-09-26.dx,0,2026-06-09T09:13:16,0.0,6.0,6.2,-0.59494539153083,0.8570449869736841,0.005546237988802216,nan,nan,nan,0.6987154718669094,133.82001011231404,True,
candidate_6p10,CEC-PhSi2-flow(sequence-1000)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1000)-06-09-26.dx,1,2026-06-09T10:07:43,0.9075,6.0,6.2,-1.9763080508940698,0.3331207995460721,0.005661092811130006,nan,nan,nan,0.7131832351759759,73.9681906108861,True,
